gf_id	gid
ORTHO002369	AT3G06650
ORTHO002369	AT5G49460
ORTHO010419	AT5G43250
ORTHO006900	AT1G10120
ORTHO011700	AT1G77010
ORTHO005401	AT5G16940
ORTHO008826	AT5G42400
ORTHO003740	AT1G48320
ORTHO010483	AT1G74120
ORTHO005663	AT3G17940
ORTHO004782	AT4G15880
ORTHO005907	AT5G10060
ORTHO005907	AT5G65180
ORTHO005683	AT5G58510
ORTHO004024	AT3G27740
ORTHO004762	AT4G16660
ORTHO010463	AT4G24750
ORTHO000984_2	AT1G09430
ORTHO006449	AT3G08740
ORTHO008318	AT5G42440
ORTHO010039	AT4G09620
ORTHO002107	AT5G23610
ORTHO001004	AT4G18100
ORTHO001135_1	AT3G53760
ORTHO002770	AT1G04700
ORTHO002770	AT3G24715
ORTHO008192	AT1G25570
ORTHO002269	AT2G42830
ORTHO002269	AT3G58780
ORTHO002269	AT4G18960
ORTHO005339	AT1G25580
ORTHO003149	AT2G47485
ORTHO003149	AT3G62650
ORTHO002825	AT1G22170
ORTHO002825	AT1G78050
ORTHO006839	AT1G75510
ORTHO002032	AT2G27920
ORTHO001459	AT1G50420
ORTHO010464	AT1G70070
ORTHO002826	AT4G38380
ORTHO009070	AT4G20090
ORTHO003635	AT1G04540
ORTHO003635	AT2G33320
ORTHO005684	AT3G09320
ORTHO003529	AT4G27610
ORTHO003529	AT4G27620
ORTHO004681	AT1G49910
ORTHO004681	AT3G19590
ORTHO007273	AT1G67930
ORTHO006593	AT1G61280
ORTHO006593	AT2G39445
ORTHO003855	AT1G30080
ORTHO003855	AT4G18340
ORTHO008745	AT1G02870
ORTHO004548	AT3G44150
ORTHO009355	AT2G41450
ORTHO000867	AT2G27690
ORTHO010191	AT5G57170
ORTHO009145	AT5G48040
ORTHO006343	AT3G57560
ORTHO010953	AT2G01755
ORTHO008523	AT5G04190
ORTHO007393	AT2G11000
ORTHO001179	AT1G48830
ORTHO001179	AT3G02560
ORTHO003363	AT1G74210
ORTHO003363	AT5G08030
ORTHO001136	AT3G51630
ORTHO001136	AT5G58350
ORTHO007187	AT5G57685
ORTHO000259_1	AT3G03300
ORTHO000259_1	AT3G43920
ORTHO000259_1	AT5G20320
ORTHO000259_2	AT1G01040
ORTHO005402	AT4G17600
ORTHO005402	AT5G47110
ORTHO001091_3	AT1G48840
ORTHO001091_3	AT3G18350
ORTHO002325	AT5G27970
ORTHO003383_1	AT5G04500
ORTHO001285	AT5G15200
ORTHO001285	AT5G39850
ORTHO002131	AT3G12160
ORTHO002131	AT5G47960
ORTHO010040	AT3G09085
ORTHO007373	AT4G29520
ORTHO006053	AT5G42740
ORTHO002108	AT2G26920
ORTHO002108	AT5G12120
ORTHO006114	AT3G07140
ORTHO005340	AT4G24040
ORTHO007293	AT4G19670
ORTHO002467	AT3G13060
ORTHO006573	AT1G48440
ORTHO003130	AT1G76340
ORTHO007230	AT3G60680
ORTHO002673	AT2G42300
ORTHO002673	AT3G57800
ORTHO001389	AT1G07180
ORTHO001389	AT2G29990
ORTHO005664	AT3G51390
ORTHO007833	AT2G13600
ORTHO010484	AT4G18520
ORTHO004345	AT3G19860
ORTHO009251	AT3G59520
ORTHO007955	AT5G63910
ORTHO005175	AT3G49400
ORTHO007812	AT2G39190
ORTHO008590	AT5G41920
ORTHO008299	AT5G52910
ORTHO002053	AT1G15360
ORTHO010122	AT1G73740
ORTHO001839	AT1G23170
ORTHO001839	AT1G70770
ORTHO001876	AT5G57020
ORTHO006861	AT4G13400
ORTHO004149	AT3G06390
ORTHO004149	AT4G15610
ORTHO002446	AT2G32290
ORTHO002446	AT4G15210
ORTHO004170	AT5G13180
ORTHO007582	AT4G22930
ORTHO008908	AT3G05070
ORTHO002538	AT1G75130
ORTHO000475_1	AT3G56370
ORTHO000475_1	AT5G01890
ORTHO000475_2	AT3G28040
ORTHO001723	AT4G36250
ORTHO007792	AT2G24830
ORTHO001122	AT3G13050
ORTHO002728	AT2G38840
ORTHO000930	AT3G47500
ORTHO000930	AT5G39660
ORTHO006981	AT1G50430
ORTHO010590	AT5G66130
ORTHO001755	AT1G13220
ORTHO001755	AT1G67230
ORTHO001755	AT1G68790
ORTHO010061	AT3G17300
ORTHO004045	AT3G26380
ORTHO007708	AT5G57280
ORTHO001207	AT3G53840
ORTHO001207	AT5G02070
ORTHO000661	AT4G04480
ORTHO000661	AT4G22030
ORTHO007731	AT4G27670
ORTHO000499_1	AT3G20580
ORTHO000499_1	AT4G27110
ORTHO000499_2	AT3G16860
ORTHO000499_2	AT4G16120
ORTHO000499_2	AT5G49270
ORTHO010545	AT3G17365
ORTHO005564	AT1G07370
ORTHO005564	AT2G29570
ORTHO003782	AT1G16810
ORTHO004323	AT1G62640
ORTHO005584	AT4G35220
ORTHO006738	AT5G06360
ORTHO006031	AT1G52980
ORTHO010655	AT4G29170
ORTHO003404	AT5G46860
ORTHO000548_1	AT3G51770
ORTHO000548_1	AT5G58550
ORTHO000548_2	AT4G02680
ORTHO000973	AT1G21810
ORTHO000973	AT1G77580
ORTHO000973	AT3G05270
ORTHO002899	AT1G48030
ORTHO002899	AT3G17240
ORTHO011027	AT5G19570
ORTHO006961	AT3G45590
ORTHO006961	AT5G60230
ORTHO008502	AT3G12650
ORTHO003718	AT1G55260
ORTHO010570	AT2G44990
ORTHO008847	AT3G24430
ORTHO007772	AT3G54210
ORTHO009622	AT4G32680
ORTHO005381	AT1G11840
ORTHO009685	AT3G49725
ORTHO001896_1	AT5G17230
ORTHO001655	AT2G18100
ORTHO001655	AT4G36210
ORTHO006881	AT1G27461
ORTHO008113	AT2G45770
ORTHO010808	AT1G10522
ORTHO001506	AT1G55110
ORTHO001506	AT3G13810
ORTHO008680	AT1G70190
ORTHO008279	AT4G38150
ORTHO009664	AT4G34215
ORTHO005360	AT4G11630
ORTHO005360	AT5G11750
ORTHO002230	AT1G21920
ORTHO002230	AT1G77660
ORTHO005198	AT2G40110
ORTHO003895	AT1G22130
ORTHO003895	AT1G77980
ORTHO002209	AT1G20020
ORTHO002209	AT5G66190
ORTHO003110	AT1G12640
ORTHO003110	AT1G63050
ORTHO010378	AT2G39740
ORTHO006215	AT3G54380
ORTHO001544	AT1G34430
ORTHO001544	AT3G25860
ORTHO004107	AT2G34680
ORTHO004929	AT3G11240
ORTHO004929	AT5G05700
ORTHO005887	AT3G02510
ORTHO005887	AT5G16040
ORTHO005644	AT5G62810
ORTHO011185	AT1G16445
ORTHO009207	AT5G49030
ORTHO002653	AT2G29700
ORTHO002653	AT5G05710
ORTHO000406_1	AT1G06700
ORTHO000406_1	AT2G30730
ORTHO000406_1	AT2G30740
ORTHO000406_1	AT2G43230
ORTHO000406_1	AT3G59350
ORTHO000406_2	AT2G41970
ORTHO003243	AT5G18230
ORTHO004365	AT2G24020
ORTHO004365	AT4G30620
ORTHO004222	AT3G61650
ORTHO004222	AT5G05620
ORTHO006429	AT3G59710
ORTHO005422	AT2G18350
ORTHO000751_1	AT3G55430
ORTHO000751_2	AT5G24318
ORTHO002305	AT1G08300
ORTHO002305	AT4G13750
ORTHO010785	AT3G53170
ORTHO007353	AT5G06680
ORTHO004825	AT3G12600
ORTHO000800	AT1G20640
ORTHO000800	AT1G76350
ORTHO000800	AT2G17150
ORTHO000800	AT4G35270
ORTHO006134	AT5G17510
ORTHO005280	AT4G30790
ORTHO004427	AT2G19410
ORTHO004427	AT5G57035
ORTHO000947	AT4G19410
ORTHO000947	AT4G19420
ORTHO000947	AT5G45280
ORTHO001233	AT1G48600
ORTHO001233	AT1G73600
ORTHO001233	AT3G18000
ORTHO002786	AT2G39300
ORTHO002786	AT3G55060
ORTHO009113	AT3G12530
ORTHO003611	AT1G02040
ORTHO007104	AT1G64570
ORTHO007642	AT3G15430
ORTHO007043	AT3G50560
ORTHO005259	AT3G26370
ORTHO000655	AT1G18910
ORTHO000655	AT1G74770
ORTHO000655	AT3G18290
ORTHO010237	AT3G53130
ORTHO005216	AT3G10370
ORTHO003343	AT2G20000
ORTHO003343	AT3G16320
ORTHO003936	AT1G54380
ORTHO003936	AT2G42510
ORTHO010765	AT3G12345
ORTHO011445	AT1G50000
ORTHO008068	AT1G16340
ORTHO008068	AT1G79500
ORTHO002806	AT4G19006
ORTHO002806	AT5G45620
ORTHO011113	AT1G77122
ORTHO004385	AT3G11820
ORTHO006510	AT4G17180
ORTHO001349	AT5G09760
ORTHO001349	AT5G64640
ORTHO008440	AT1G49540
ORTHO009050	AT2G07170
ORTHO003875	AT2G11520
ORTHO007253	AT1G15420
ORTHO003509	AT1G67900
ORTHO003509	AT3G26490
ORTHO004527	AT1G02860
ORTHO005051	AT4G14930
ORTHO001585	AT1G80400
ORTHO001585	AT4G32600
ORTHO000322_1	AT1G05960
ORTHO000322_2	AT5G26850
ORTHO000322_3	AT2G41830
ORTHO000322_3	AT5G21080
ORTHO008133	AT5G02130
ORTHO001675	AT1G43850
ORTHO004570	AT5G40190
ORTHO009810	AT3G28760
ORTHO010355	AT1G29990
ORTHO006531	AT1G51450
ORTHO010828	AT1G60460
ORTHO005846	AT1G55325
ORTHO008259	AT3G27925
ORTHO008216	AT2G06210
ORTHO007995	AT5G22110
ORTHO005503	AT5G51180
ORTHO010264	AT2G22650
ORTHO009741	AT3G26360
ORTHO006011	AT3G11980
ORTHO009459	AT5G02410
ORTHO006718	AT1G79390
ORTHO004303	AT3G06530
ORTHO009790	AT5G15280
ORTHO004085	AT1G21360
ORTHO004085	AT3G21260
ORTHO003424	AT3G05570
ORTHO003424	AT4G39235
ORTHO001264	AT2G46870
ORTHO005237	AT1G48635
ORTHO005237	AT3G18160
ORTHO007125	AT4G11790
ORTHO007663	AT5G56580
ORTHO009602	AT1G59600
ORTHO011071	AT5G42655
ORTHO003047	AT1G11120
ORTHO002708	AT2G46420
ORTHO002708	AT3G61700
ORTHO001703	AT4G24970
ORTHO001703	AT5G13130
ORTHO001703	AT5G50780
ORTHO004406	AT2G01440
ORTHO001485	AT2G19110
ORTHO001485	AT4G30110
ORTHO001485	AT4G30120
ORTHO005909	AT1G04980
ORTHO005909	AT2G32920
ORTHO002193	AT3G22600
ORTHO004065	AT5G54730
ORTHO007166	AT5G58720
ORTHO004723	AT5G44370
ORTHO004594	AT2G34200
ORTHO006301	AT1G04080
ORTHO008359	AT1G21840
ORTHO006408	AT3G25980
ORTHO005930	AT3G12810
ORTHO005155	AT2G18465
ORTHO007975	AT1G21710
ORTHO007208	AT2G42770
ORTHO010703	AT5G37670
ORTHO000361_2	AT3G02230
ORTHO000361_2	AT5G15650
ORTHO009853	AT4G15030
ORTHO001565	AT1G02650
ORTHO001565	AT2G47440
ORTHO001565	AT3G62570
ORTHO001565	AT4G02100
ORTHO003677	AT3G11720
ORTHO003677	AT5G06440
ORTHO002518	AT3G42850
ORTHO002518	AT4G16130
ORTHO002410	AT4G16820
ORTHO000346_3	AT4G21060
ORTHO000277_1	AT2G47900
ORTHO000277_2	AT1G25280
ORTHO000277_2	AT1G43640
ORTHO000277_2	AT1G76900
ORTHO006778	AT5G66590
ORTHO008807	AT2G18760
ORTHO003761	AT4G31290
ORTHO003761	AT5G26220
ORTHO006195	AT1G09920
ORTHO007002	AT3G62580
ORTHO007145	AT1G30000
ORTHO006921	AT1G64640
ORTHO008153	AT1G66330
ORTHO007413	AT4G33250
ORTHO009273	AT3G49660
ORTHO002490	AT1G46768
ORTHO002490	AT2G23340
ORTHO002490	AT3G50260
ORTHO007522	AT2G14050
ORTHO009397	AT1G74850
ORTHO006261	AT2G16780
ORTHO006261	AT4G35050
ORTHO000596	AT3G07600
ORTHO000596	AT4G05030
ORTHO004283	AT3G27700
ORTHO006698	AT1G79950
ORTHO005092	AT2G42750
ORTHO005826	AT3G58490
ORTHO002939	AT5G64260
ORTHO010848	AT1G07130
ORTHO006551	AT5G10940
ORTHO002612	AT1G29050
ORTHO002612	AT2G34070
ORTHO007561	AT3G15420
ORTHO006678	AT5G47890
ORTHO006637	AT5G19460
ORTHO006637	AT5G19470
ORTHO008948	AT4G04190
ORTHO009293	AT5G56120
ORTHO002688	AT1G05575
ORTHO002688	AT2G31945
ORTHO003591	AT2G40770
ORTHO006365	AT4G21800
ORTHO002150	AT4G19040
ORTHO002150	AT5G45560
ORTHO005746	AT2G22010
ORTHO007454	AT4G30860
ORTHO000841	AT1G13970
ORTHO000841	AT3G29180
ORTHO000841	AT5G39430
ORTHO005950	AT3G51270
ORTHO008339	AT5G53450
ORTHO010082	AT2G28480
ORTHO001409	AT5G35530
ORTHO004005	AT3G22800
ORTHO001832	AT2G42380
ORTHO001832	AT3G58120
ORTHO004743	AT5G13420
ORTHO007499	AT4G35930
ORTHO000387_1	AT2G01220
ORTHO000387_1	AT3G01040
ORTHO000387_1	AT3G27610
ORTHO000387_1	AT5G15470
ORTHO000387_1	AT5G54690
ORTHO003284	AT3G22110
ORTHO007059	AT3G21820
ORTHO005442	AT5G67620
ORTHO004447	AT2G24240
ORTHO004447	AT4G30940
ORTHO006154	AT3G19190
ORTHO001605	AT1G02270
ORTHO001605	AT5G54130
ORTHO010147	AT4G29590
ORTHO007333	AT1G05430
ORTHO004845	AT1G55190
ORTHO004845	AT3G13710
ORTHO004845	AT3G13720
ORTHO003090	AT1G02816
ORTHO003090	AT4G02370
ORTHO001950	AT1G20925
ORTHO001950	AT1G76520
ORTHO001950	AT1G76530
ORTHO006800	AT3G21740
ORTHO009582	AT3G63170
ORTHO004128	AT1G20110
ORTHO001524	AT2G17130
ORTHO001524	AT4G35260
ORTHO001524	AT4G35650
ORTHO002250	AT1G26580
ORTHO002250	AT2G03470
ORTHO005300	AT5G41210
ORTHO007934	AT5G17530
ORTHO005114	AT1G11480
ORTHO007873	AT3G51990
ORTHO004906	AT1G69080
ORTHO004906	AT2G03720
ORTHO005624	AT5G01020
ORTHO000796	AT1G69270
ORTHO000796	AT3G02130
ORTHO004949	AT5G45320
ORTHO002285	AT4G17970
ORTHO002285	AT5G46600
ORTHO002285	AT5G46610
ORTHO009521	AT3G23610
ORTHO009030	AT5G40820
ORTHO008420	AT1G79810
ORTHO000631	AT2G20800
ORTHO000631	AT4G05020
ORTHO000631	AT4G21490
ORTHO000631	AT4G28220
ORTHO000884	AT2G40150
ORTHO000884	AT2G40160
ORTHO000884	AT3G55990
ORTHO004614	AT4G29930
ORTHO004614	AT5G57150
ORTHO007893	AT2G22475
ORTHO001310	AT1G21890
ORTHO001310	AT1G44800
ORTHO001310	AT4G08300
ORTHO000827_1	AT5G12150
ORTHO000827_1	AT5G19390
ORTHO000827_2	AT4G24580
ORTHO004201	AT2G17630
ORTHO004201	AT4G35630
ORTHO008035	AT3G08490
ORTHO003327	AT1G76750
ORTHO003815	AT3G06930
ORTHO003815	AT5G49020
ORTHO009562	AT4G27490
ORTHO007622	AT2G02170
ORTHO008563	AT4G05210
ORTHO008563	AT4G21220
ORTHO010310	AT1G72640
ORTHO008092	AT1G48420
ORTHO001253	AT1G09560
ORTHO001253	AT3G62020
ORTHO003006	AT3G23800
ORTHO003006	AT4G14030
ORTHO003006	AT4G14040
ORTHO010420	AT1G23360
ORTHO001008	AT1G29310
ORTHO001008	AT1G78720
ORTHO001008	AT2G34250
ORTHO009418	AT3G44890
ORTHO008701	AT2G20830
ORTHO011093	AT4G29540
ORTHO002986	AT1G66530
ORTHO002986	AT4G26300
ORTHO003465	AT3G51780
ORTHO003194	AT4G24960
ORTHO003194	AT5G50720
ORTHO003956	AT3G20340
ORTHO005724	AT1G71110
ORTHO003795	AT3G02200
ORTHO003795	AT5G15610
ORTHO006490	AT2G37750
ORTHO006490	AT5G02090
ORTHO003264	AT2G17410
ORTHO002771	AT1G11360
ORTHO005766	AT2G06925
ORTHO008888	AT5G57950
ORTHO002748	AT5G13870
ORTHO008319	AT5G35320
ORTHO007751	AT1G09750
ORTHO005970	AT3G26000
ORTHO000985	AT1G10640
ORTHO000985	AT1G60590
ORTHO000985	AT5G14650
ORTHO004025	AT4G28070
ORTHO004025	AT4G30490
ORTHO004763	AT1G32200
ORTHO001228_1	AT1G20230
ORTHO001228_1	AT4G01030
ORTHO001228_1	AT4G01037
ORTHO007688	AT4G14605
ORTHO002033	AT4G11820
ORTHO002632	AT2G17390
ORTHO002632	AT4G35450
ORTHO003222	AT2G44090
ORTHO003222	AT3G59910
ORTHO009229	AT2G14530
ORTHO004656	AT1G02140
ORTHO001860	AT1G23980
ORTHO001860	AT5G40250
ORTHO002558	AT4G22140
ORTHO008462	AT4G17370
ORTHO001792	AT1G16560
ORTHO000563	AT1G02980
ORTHO000563	AT1G43140
ORTHO000563	AT4G02570
ORTHO003698	AT4G32272
ORTHO008173	AT3G58690
ORTHO009092	AT2G48120
ORTHO008635	AT1G51730
ORTHO000693	AT3G44110
ORTHO000693	AT5G22060
ORTHO008482	AT3G55520
ORTHO004803	AT1G30500
ORTHO001034	AT3G10960
ORTHO001034	AT5G50300
ORTHO010287	AT5G12240
ORTHO000452	AT2G22330
ORTHO000452	AT4G39950
ORTHO000452	AT5G05260
ORTHO000452	AT5G35917
ORTHO002867	AT1G52720
ORTHO002867	AT3G15630
ORTHO005543	AT1G17460
ORTHO005543	AT1G72650
ORTHO000609	AT1G09720
ORTHO000609	AT1G58210
ORTHO000609	AT2G22560
ORTHO000609	AT5G10500
ORTHO005870	AT5G46700
ORTHO002919	AT1G77700
ORTHO005806	AT4G32770
ORTHO007478	AT4G39410
ORTHO004783	AT1G77100
ORTHO004783	AT4G25980
ORTHO009697	AT2G29180
ORTHO001776	AT2G41520
ORTHO001776	AT5G12430
ORTHO006758	AT5G19180
ORTHO000511	AT1G52240
ORTHO000511	AT1G79860
ORTHO000511	AT3G16130
ORTHO000511	AT3G24620
ORTHO000511	AT4G13240
ORTHO000511	AT5G19560
ORTHO003741	AT3G48890
ORTHO003741	AT5G52240
ORTHO008868	AT1G15980
ORTHO008827	AT1G52155
ORTHO011701	AT5G48790
ORTHO006901	AT3G63140
ORTHO007022	AT4G12340
ORTHO005786	AT4G00050
ORTHO001916	AT1G47330
ORTHO001916	AT5G52790
ORTHO004885	AT5G03610
ORTHO004701	AT5G53050
ORTHO007602	AT3G07310
ORTHO003026	AT1G24510
ORTHO006323	AT2G45690
ORTHO003069	AT1G65710
ORTHO003069	AT5G37010
ORTHO004487	AT1G05590
ORTHO002370	AT5G09670
ORTHO002370	AT5G64550
ORTHO009438	AT5G64730
ORTHO009186	AT1G10510
ORTHO005482	AT5G52210
ORTHO003976	AT2G39290
ORTHO003976	AT3G55030
ORTHO005704	AT5G42090
ORTHO001156	AT1G28280
ORTHO001156	AT3G15300
ORTHO003445	AT4G11600
ORTHO009875	AT1G32160
ORTHO008400	AT3G48820
ORTHO009010	AT1G56350
ORTHO004989	AT3G07630
ORTHO003655	AT5G40480
ORTHO008238	AT5G46850
ORTHO008786	AT2G18290
ORTHO001330	AT2G21580
ORTHO001330	AT4G34555
ORTHO001330	AT4G39200
ORTHO009121	AT4G11690
ORTHO010870	AT2G02910
ORTHO001439	AT5G54160
ORTHO002846	AT1G14590
ORTHO002846	AT2G02061
ORTHO009335	AT3G61350
ORTHO006074	AT5G22950
ORTHO002068	AT1G30200
ORTHO002068	AT4G18380
ORTHO002068	AT5G46170
ORTHO003570	AT1G13340
ORTHO001063	AT1G65870
ORTHO001063	AT5G42500
ORTHO005030	AT1G50480
ORTHO009936	AT5G50100
ORTHO005009	AT1G77720
ORTHO003549	AT3G03380
ORTHO009979	AT4G31010
ORTHO009542	AT1G27435
ORTHO003835	AT5G06060
ORTHO008015	AT4G16510
ORTHO008990	AT2G28600
ORTHO006820	AT2G42070
ORTHO009999	AT4G19900
ORTHO003150	AT5G08130
ORTHO000715_1	AT5G62310
ORTHO000715_3	AT1G48490
ORTHO000715_3	AT3G17850
ORTHO006094	AT1G55300
ORTHO002270	AT3G48920
ORTHO002270	AT4G25560
ORTHO002270	AT5G52260
ORTHO005320	AT5G26742
ORTHO002088	AT3G50220
ORTHO002088	AT5G67210
ORTHO004262	AT5G47900
ORTHO008766	AT3G05480
ORTHO007853	AT1G06730
ORTHO009376	AT2G43980
ORTHO007914	AT5G19840
ORTHO008657	AT3G17060
ORTHO000300_2	AT2G05850
ORTHO000300_2	AT3G52000
ORTHO000300_2	AT3G52010
ORTHO000300_2	AT3G52020
ORTHO000300_2	AT3G63470
ORTHO009832	AT5G21430
ORTHO004969	AT4G32810
ORTHO002012	AT3G30180
ORTHO002012	AT5G38970
ORTHO005604	AT2G42310
ORTHO005604	AT3G57785
ORTHO006450	AT4G15840
ORTHO000767	AT1G17170
ORTHO000767	AT1G17180
ORTHO000767	AT1G78340
ORTHO000767	AT1G78380
ORTHO009166	AT2G31890
ORTHO005462	AT3G47650
ORTHO010504	AT1G11090
ORTHO009767	AT2G33680
ORTHO005525	AT4G16444
ORTHO006174	AT1G70210
ORTHO000434	AT1G28110
ORTHO000434	AT2G33530
ORTHO004467	AT1G79660
ORTHO002390	AT1G18830
ORTHO002390	AT3G63460
ORTHO004865	AT4G33000
ORTHO010020	AT1G04030
ORTHO007313	AT5G05510
ORTHO004202	AT2G31865
ORTHO004202	AT2G31870
ORTHO004930	AT3G49410
ORTHO004930	AT5G24450
ORTHO007500	AT4G24440
ORTHO008036	AT1G13380
ORTHO000632_2	AT1G17720
ORTHO000632_2	AT1G51690
ORTHO008564	AT5G20990
ORTHO002519	AT3G24480
ORTHO002519	AT4G13340
ORTHO002519	AT4G18670
ORTHO008929	AT5G06260
ORTHO002210	AT1G07280
ORTHO002210	AT2G29670
ORTHO002411	AT1G79280
ORTHO001254	AT2G25930
ORTHO001254	AT3G21320
ORTHO002709	AT1G06890
ORTHO002709	AT2G30460
ORTHO004448	AT3G20650
ORTHO003796	AT3G11430
ORTHO003796	AT5G06090
ORTHO007083	AT3G03700
ORTHO007083	AT3G04440
ORTHO010148	AT2G35450
ORTHO003466	AT1G60670
ORTHO003466	AT1G68160
ORTHO006430	AT3G48480
ORTHO000388_1	AT1G14840
ORTHO000388_1	AT1G24764
ORTHO000388_1	AT1G68060
ORTHO000388_1	AT2G01750
ORTHO000388_1	AT3G10270
ORTHO000388_1	AT5G04130
ORTHO007167	AT2G01110
ORTHO011703	AT4G16700
ORTHO004595	AT3G48680
ORTHO004595	AT5G63510
ORTHO005931	AT3G11900
ORTHO006409	AT1G04020
ORTHO001606	AT1G36730
ORTHO001606	AT1G77840
ORTHO007874	AT5G01310
ORTHO006719	AT2G37990
ORTHO009791	AT2G35500
ORTHO008381	AT1G52310
ORTHO004846	AT3G46550
ORTHO003425	AT1G61040
ORTHO001265_2	AT1G29200
ORTHO000732	AT1G27440
ORTHO000732	AT5G61840
ORTHO009603	AT3G10300
ORTHO011380	AT5G43280
ORTHO000828	AT1G08860
ORTHO000828	AT5G07300
ORTHO000828	AT5G61900
ORTHO000828	AT5G61910
ORTHO006615	AT1G64990
ORTHO006615	AT4G27630
ORTHO000323_1	AT4G00350
ORTHO000323_1	AT4G25640
ORTHO009522	AT3G55850
ORTHO004571	AT2G06050
ORTHO007334	AT1G54990
ORTHO001460_1	AT5G12290
ORTHO001460_2	AT1G07970
ORTHO005847	AT1G43560
ORTHO005847	AT1G76760
ORTHO001350	AT5G47480
ORTHO001350	AT5G47490
ORTHO008217	AT5G40370
ORTHO002961	AT3G63410
ORTHO002807	AT3G05940
ORTHO002807	AT5G26740
ORTHO003592	AT3G52630
ORTHO003592	AT4G18590
ORTHO010445	AT5G09580
ORTHO009398	AT4G19100
ORTHO002940	AT4G16390
ORTHO006511	AT3G59420
ORTHO004744	AT3G55800
ORTHO008441	AT3G04040
ORTHO008441	AT5G18250
ORTHO001972	AT2G26800
ORTHO009051	AT1G48570
ORTHO010399	AT2G35035
ORTHO007562	AT3G11470
ORTHO005136	AT1G76240
ORTHO008808	AT4G11640
ORTHO002787	AT2G18080
ORTHO002787	AT4G36190
ORTHO002787	AT4G36195
ORTHO009897	AT5G43920
ORTHO004006	AT2G37840
ORTHO004006	AT3G53930
ORTHO007643	AT5G37055
ORTHO007105	AT4G11570
ORTHO005217	AT1G69190
ORTHO005217	AT4G30000
ORTHO002347	AT3G60340
ORTHO003937	AT1G22790
ORTHO003937	AT1G34010
ORTHO000842_1	AT5G08610
ORTHO000842_1	AT5G08620
ORTHO000842_1	AT5G63630
ORTHO008069	AT2G42390
ORTHO002593	AT1G13560
ORTHO002593	AT3G25585
ORTHO005910	AT1G44318
ORTHO005910	AT1G69740
ORTHO003762	AT5G58070
ORTHO005423	AT5G62440
ORTHO004284	AT4G17830
ORTHO006922	AT5G51340
ORTHO008340	AT5G45310
ORTHO007414	AT5G47740
ORTHO008154	AT1G59840
ORTHO009274	AT1G71170
ORTHO009274	AT1G71180
ORTHO006135	AT5G08410
ORTHO006135	AT5G23440
ORTHO000801_1	AT2G35690
ORTHO000801_1	AT4G16760
ORTHO005281	AT2G46520
ORTHO006262	AT2G40810
ORTHO006262	AT3G56440
ORTHO009665	AT5G15170
ORTHO005361	AT1G77420
ORTHO010379	AT4G31930
ORTHO003111	AT1G10570
ORTHO003111	AT1G60220
ORTHO010336	AT1G21760
ORTHO006552	AT4G22190
ORTHO001545	AT5G15130
ORTHO005645	AT3G03800
ORTHO005645	AT5G08080
ORTHO000407	AT1G22760
ORTHO000407	AT1G49760
ORTHO000407	AT1G71770
ORTHO000407	AT2G23350
ORTHO000407	AT4G34110
ORTHO006638	AT1G20980
ORTHO006638	AT1G76580
ORTHO009378	AT2G03420
ORTHO004223	AT1G16010
ORTHO004223	AT1G80900
ORTHO003530	AT3G01390
ORTHO003530	AT4G23710
ORTHO007314	AT1G13290
ORTHO001897	AT2G17570
ORTHO000716	AT1G53300
ORTHO000716	AT2G42580
ORTHO000716	AT3G14950
ORTHO000716	AT3G58620
ORTHO010809	AT4G14050
ORTHO001440	AT3G05640
ORTHO001440	AT5G27930
ORTHO001507	AT1G32770
ORTHO001507	AT2G46770
ORTHO001370	AT3G10090
ORTHO001370	AT5G03850
ORTHO001370	AT5G64140
ORTHO003783	AT3G13224
ORTHO005585	AT5G02850
ORTHO006739	AT1G04650
ORTHO001626	AT1G18750
ORTHO001626	AT1G69540
ORTHO001626	AT2G03060
ORTHO007854	AT5G18660
ORTHO001160_1	AT1G32380
ORTHO001160_1	AT2G35390
ORTHO001160_1	AT2G44530
ORTHO003405	AT3G01140
ORTHO003405	AT5G15310
ORTHO004866	AT3G21865
ORTHO010571	AT2G38025
ORTHO003719	AT3G14200
ORTHO011161	AT3G19508
ORTHO005260	AT3G03420
ORTHO007773	AT1G54920
ORTHO009295	AT3G21540
ORTHO000295	AT2G24210
ORTHO000295	AT3G25810
ORTHO000295	AT3G25820
ORTHO000295	AT3G25830
ORTHO000295	AT4G16730
ORTHO000295	AT4G16740
ORTHO009623	AT2G20330
ORTHO004468	AT1G34570
ORTHO004468	AT3G15750
ORTHO001064_1	AT5G53180
ORTHO001064_2	AT3G01150
ORTHO007793	AT5G22470
ORTHO001123	AT1G68130
ORTHO001123	AT2G01940
ORTHO002729	AT5G36210
ORTHO010168	AT2G26000
ORTHO003446	AT1G52230
ORTHO003446	AT3G16140
ORTHO009876	AT4G16410
ORTHO010591	AT3G15200
ORTHO004702	AT4G11720
ORTHO004886	AT4G17790
ORTHO007709	AT4G22720
ORTHO009768	AT2G37510
ORTHO005565	AT4G17960
ORTHO001180	AT3G01750
ORTHO001180	AT3G04140
ORTHO006387	AT4G08250
ORTHO008591	AT3G16010
ORTHO009336	AT1G67620
ORTHO007813	AT2G33610
ORTHO000578	AT1G09550
ORTHO000578	AT1G57590
ORTHO000578	AT2G46930
ORTHO000578	AT3G05910
ORTHO000578	AT3G62060
ORTHO000578	AT5G26670
ORTHO001390	AT1G64650
ORTHO001390	AT3G49310
ORTHO001390	AT4G27720
