gf-id	num-genes	num-species	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
HOMSTM005027	21	14	1	2	2	2	1	3	2	2	1	1
HOMSTM005028	21	14	1	1	1	2	3	2	1	3	1	1
HOMSTM005029	21	14	1	2	1	2	1	2	1	4	1	1
HOMSTM005031	21	14	1	1	1	4	1	2	1	4	1	1
HOMSTM005032	21	14	1	1	1	2	1	2	1	2	1	5
HOMSTM005033	21	14	1	1	1	1	3	2	1	3	1	2
HOMSTM005034	21	14	1	1	1	2	2	2	1	2	1	1
HOMSTM005036	21	14	1	2	1	2	1	3	1	2	1	1
HOMSTM005038	21	14	1	2	1	2	1	2	1	2	1	2
HOMSTM005039	21	14	1	1	1	1	1	1	1	1	1	1
HOMSTM005040	21	14	1	2	1	1	1	4	1	2	1	1
HOMSTM005041	21	14	1	3	1	2	1	3	1	1	1	2
HOMSTM005042	21	14	1	1	2	1	1	1	1	4	1	2
HOMSTM005043	21	14	1	1	1	2	1	3	1	2	1	1
HOMSTM005045	21	14	1	1	1	1	1	2	1	2	2	2
HOMSTM005046	21	14	1	1	1	2	1	2	1	5	1	2
HOMSTM005047	21	14	2	2	1	2	3	2	1	1	1	1
HOMSTM005048	21	14	1	2	1	1	1	3	1	3	1	1
HOMSTM005051	21	14	1	1	1	1	4	1	1	2	1	1
HOMSTM005052	21	14	1	2	1	1	1	2	1	2	2	2
HOMSTM005053	21	14	1	5	1	2	1	2	1	1	1	1
HOMSTM005054	21	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005056	21	14	1	2	1	1	2	3	1	3	1	1
HOMSTM005057	21	14	1	2	1	2	1	3	2	2	1	1
HOMSTM005058	21	14	1	4	1	2	1	2	1	2	1	1
HOMSTM005059	21	14	1	2	1	2	1	3	1	4	1	1
HOMSTM005061	21	14	1	1	2	2	2	4	1	1	1	1
HOMSTM005062	21	14	1	1	1	2	1	3	1	1	2	3
HOMSTM005063	21	14	1	2	1	2	1	3	1	2	1	2
HOMSTM005065	21	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005066	21	14	2	2	1	1	1	2	1	5	1	1
HOMSTM005069	21	14	1	2	1	2	2	3	2	1	1	1
HOMSTM005070	21	14	1	2	1	2	1	2	2	2	2	2
HOMSTM005071	21	14	1	1	1	3	2	4	1	2	1	1
HOMSTM005073	21	14	1	2	1	2	1	2	1	1	2	1
HOMSTM005074	21	14	1	2	2	2	2	4	1	1	1	1
HOMSTM005075	21	14	1	1	1	2	1	1	1	6	1	1
HOMSTM005076	21	14	1	1	2	1	2	3	2	3	1	1
HOMSTM005077	21	14	1	1	1	1	1	4	1	4	2	1
HOMSTM005078	21	14	1	2	2	2	1	2	1	3	1	1
HOMSTM005079	21	14	1	3	1	3	1	2	1	2	1	1
HOMSTM005080	21	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005084	21	14	1	2	1	2	1	2	1	3	1	1
HOMSTM005086	21	14	1	2	1	1	1	2	1	4	1	1
HOMSTM005087	21	14	1	1	2	1	1	3	1	2	1	1
HOMSTM005089	21	14	1	2	1	2	2	2	1	3	1	2
HOMSTM005090	21	14	1	3	2	1	1	2	1	3	2	1
HOMSTM005091	21	14	1	2	1	2	1	2	1	4	1	1
HOMSTM005093	21	14	1	3	1	2	1	2	1	2	1	1
HOMSTM005098	21	14	1	1	1	2	1	2	1	3	2	1
HOMSTM005099	21	14	1	2	1	2	1	2	1	2	3	1
HOMSTM005100	21	14	1	1	2	1	1	3	1	2	1	1
HOMSTM005101	21	14	1	1	1	2	2	4	1	2	1	1
HOMSTM005102	21	14	2	1	1	2	1	1	1	4	1	1
HOMSTM005104	21	14	1	3	1	2	1	2	1	1	3	1
HOMSTM005105	21	14	1	3	1	2	1	2	1	2	1	3
HOMSTM005106	21	14	1	3	1	1	2	2	1	2	1	1
HOMSTM005109	21	14	1	3	1	2	2	3	1	2	1	1
HOMSTM005111	21	14	1	1	1	1	1	3	2	3	1	1
HOMSTM005113	21	14	1	2	2	2	1	2	1	3	1	1
HOMSTM005114	21	14	1	3	2	2	1	2	2	2	1	1
HOMSTM005115	21	14	1	1	1	2	1	1	1	3	3	1
HOMSTM005116	21	14	1	3	1	1	2	4	1	1	1	1
HOMSTM005117	21	14	2	3	1	2	1	2	1	1	1	1
HOMSTM005118	21	14	1	2	2	1	1	3	1	2	1	1
HOMSTM005119	21	14	1	1	1	4	1	5	1	1	1	1
HOMSTM005120	21	14	1	2	1	2	1	2	1	2	1	2
HOMSTM005121	21	14	1	2	1	1	1	2	1	2	1	1
HOMSTM005123	21	14	1	2	1	3	3	3	1	1	1	1
HOMSTM005124	21	14	1	2	1	1	2	2	2	1	1	2
HOMSTM005125	21	14	1	2	1	2	2	2	4	1	1	1
HOMSTM005127	21	14	1	2	1	1	1	2	2	3	1	1
HOMSTM005128	21	14	1	2	1	3	1	2	3	2	1	1
HOMSTM005129	21	14	1	3	1	2	1	2	1	2	1	2
HOMSTM005130	21	14	1	2	1	1	1	1	2	2	2	1
HOMSTM005131	21	14	1	1	1	1	2	2	1	2	1	1
HOMSTM005132	21	14	1	2	1	2	1	3	1	3	1	2
HOMSTM005135	21	14	1	3	1	2	2	2	1	2	1	2
HOMSTM005136	21	14	1	1	1	1	1	2	2	3	1	3
HOMSTM005139	21	14	1	1	1	2	1	2	1	3	1	1
HOMSTM005142	21	14	1	2	1	1	1	2	1	2	1	3
HOMSTM005143	21	14	1	3	2	1	1	2	1	4	1	1
HOMSTM005144	21	14	1	1	1	2	4	2	1	2	1	1
HOMSTM005145	21	14	1	1	1	1	2	2	1	4	3	1
HOMSTM005147	21	14	1	2	1	2	3	2	1	2	1	1
HOMSTM005148	21	14	1	1	1	2	1	6	1	1	1	1
HOMSTM005149	21	14	1	1	2	2	1	1	1	1	1	6
HOMSTM005150	21	14	1	2	1	2	1	4	1	3	1	1
HOMSTM005151	21	14	1	2	1	2	1	2	1	1	1	2
HOMSTM005153	21	14	1	2	1	1	3	2	1	2	2	1
HOMSTM005154	21	14	1	1	2	1	1	5	1	1	1	1
HOMSTM005155	21	14	1	1	1	1	1	3	1	2	1	1
HOMSTM005156	21	14	1	2	2	2	1	1	1	3	2	2
HOMSTM005159	21	14	1	1	1	2	1	2	1	2	1	1
HOMSTM005160	21	14	1	2	1	1	3	2	1	4	1	1
HOMSTM005162	21	14	1	1	1	2	1	3	2	3	1	1
HOMSTM005164	21	14	1	1	1	1	1	2	4	2	1	2
HOMSTM005166	21	14	1	3	2	1	1	2	1	1	2	1
HOMSTM005167	21	14	1	2	1	2	2	1	3	2	1	1
HOMSTM005168	21	14	1	1	4	2	1	3	1	2	1	1
HOMSTM005169	21	14	1	2	1	2	1	2	1	3	2	1
HOMSTM005170	21	14	1	1	1	2	1	3	1	3	1	1
HOMSTM005171	21	14	1	2	1	1	2	4	1	2	1	1
HOMSTM005172	21	14	1	3	1	2	1	2	1	2	1	1
HOMSTM005173	21	14	1	1	1	3	1	2	2	4	1	1
HOMSTM005175	21	14	1	1	1	2	1	2	1	4	1	2
HOMSTM005176	21	14	1	2	1	2	1	2	1	5	1	1
HOMSTM005177	21	14	1	2	1	2	1	2	1	1	2	1
HOMSTM005181	21	14	1	2	1	2	2	1	1	4	1	1
HOMSTM005182	21	14	1	1	1	3	3	3	1	1	1	1
HOMSTM005184	21	14	1	1	2	2	1	2	2	3	1	1
HOMSTM005185	21	14	1	1	1	3	2	3	1	2	2	1
HOMSTM005186	21	14	1	2	1	2	1	2	1	3	1	2
HOMSTM005204	20	14	2	1	1	1	1	5	1	1	2	1
HOMSTM005205	20	14	1	2	2	1	1	4	1	2	1	1
HOMSTM005206	20	14	2	3	1	2	1	2	1	2	1	1
HOMSTM005208	20	14	1	1	1	1	1	2	1	3	1	1
HOMSTM005210	20	14	1	4	1	2	1	3	1	1	1	1
HOMSTM005211	20	14	1	2	1	1	1	2	1	2	1	2
HOMSTM005212	20	14	2	1	2	1	1	2	2	2	1	1
HOMSTM005213	20	14	1	1	1	2	3	2	1	2	2	1
HOMSTM005216	20	14	2	1	1	3	1	3	1	1	2	1
HOMSTM005217	20	14	1	2	1	1	1	3	2	3	1	1
HOMSTM005218	20	14	1	1	1	2	1	3	1	2	1	3
HOMSTM005219	20	14	1	2	1	2	1	2	2	2	2	1
HOMSTM005220	20	14	1	1	1	2	3	3	1	1	1	1
HOMSTM005221	20	14	1	1	2	2	1	2	2	2	2	1
HOMSTM005223	20	14	1	1	1	1	4	1	1	2	1	1
HOMSTM005224	20	14	1	1	1	2	1	2	1	1	1	1
HOMSTM005225	20	14	1	2	1	2	1	2	1	4	1	1
HOMSTM005226	20	14	1	1	1	1	2	2	1	4	2	1
HOMSTM005228	20	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005230	20	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005231	20	14	1	1	1	1	1	4	1	1	1	1
HOMSTM005233	20	14	1	2	1	2	1	2	2	2	1	1
HOMSTM005235	20	14	1	1	1	1	2	2	1	4	1	2
HOMSTM005239	20	14	1	1	2	2	1	2	1	3	2	1
HOMSTM005241	20	14	1	1	1	2	1	3	1	4	1	1
HOMSTM005243	20	14	2	4	1	1	2	2	1	1	1	1
HOMSTM005244	20	14	1	1	1	1	3	2	1	4	1	1
HOMSTM005245	20	14	1	1	1	1	2	4	1	3	1	1
HOMSTM005246	20	14	1	2	1	2	1	4	1	2	1	1
HOMSTM005247	20	14	1	1	2	2	1	2	1	2	1	1
HOMSTM005249	20	14	1	2	1	2	1	2	1	3	1	1
HOMSTM005250	20	14	1	2	2	1	1	2	1	3	1	1
HOMSTM005251	20	14	1	1	1	2	1	2	1	5	1	1
HOMSTM005252	20	14	1	1	1	2	2	1	1	1	1	2
HOMSTM005253	20	14	1	1	1	1	1	1	1	1	1	2
HOMSTM005254	20	14	1	2	1	1	1	3	1	3	1	1
HOMSTM005255	20	14	1	2	1	2	1	2	1	3	1	1
HOMSTM005256	20	14	1	1	2	1	1	2	2	2	1	1
HOMSTM005260	20	14	1	3	1	2	2	2	1	2	1	1
HOMSTM005262	20	14	1	2	1	4	1	1	1	3	1	1
HOMSTM005263	20	14	1	1	1	1	1	2	1	1	1	1
HOMSTM005264	20	14	1	2	2	1	2	2	1	2	1	2
HOMSTM005265	20	14	1	1	1	1	1	2	1	1	1	4
HOMSTM005266	20	14	2	2	1	2	2	3	1	1	1	1
HOMSTM005267	20	14	1	1	2	2	1	2	1	2	1	1
HOMSTM005268	20	14	2	2	1	1	3	2	1	1	1	1
HOMSTM005269	20	14	1	1	1	2	2	2	1	1	1	1
HOMSTM005270	20	14	1	2	1	1	1	2	1	2	1	2
HOMSTM005271	20	14	1	3	1	2	1	2	1	2	1	1
HOMSTM005272	20	14	1	2	4	1	1	2	1	1	1	2
HOMSTM005273	20	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005275	20	14	1	1	1	2	1	2	2	4	1	1
HOMSTM005276	20	14	1	1	3	1	2	1	1	1	2	1
HOMSTM005277	20	14	1	1	1	1	6	2	1	1	1	1
HOMSTM005278	20	14	1	3	1	2	1	3	2	1	1	1
HOMSTM005279	20	14	1	1	2	3	1	2	1	2	1	1
HOMSTM005281	20	14	1	2	1	1	1	2	1	1	1	1
HOMSTM005282	20	14	1	3	1	2	2	2	1	2	1	1
HOMSTM005283	20	14	1	2	1	1	1	2	1	1	1	2
HOMSTM005284	20	14	1	2	1	2	1	2	1	3	1	1
HOMSTM005286	20	14	1	4	1	1	1	2	1	1	1	1
HOMSTM005288	20	14	1	2	1	1	1	2	3	1	1	2
HOMSTM005289	20	14	2	2	2	1	1	2	1	3	1	1
HOMSTM005290	20	14	1	1	1	3	2	2	1	1	1	2
HOMSTM005292	20	14	1	1	1	1	1	1	1	2	1	1
HOMSTM005294	20	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005295	20	14	1	1	1	1	2	3	1	2	1	1
HOMSTM005296	20	14	1	1	1	1	3	1	1	2	1	1
HOMSTM005301	20	14	1	2	1	3	1	2	2	1	1	1
HOMSTM005304	20	14	1	1	1	2	2	3	2	1	1	2
HOMSTM005305	20	14	1	2	3	2	2	2	1	1	1	1
HOMSTM005306	20	14	1	2	1	1	1	2	1	1	2	1
HOMSTM005307	20	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005308	20	14	1	3	3	1	1	2	1	2	1	1
HOMSTM005309	20	14	2	1	2	1	1	2	1	2	1	1
HOMSTM005310	20	14	1	1	1	1	1	2	1	1	1	1
HOMSTM005311	20	14	1	1	1	1	4	3	1	1	1	1
HOMSTM005312	20	14	1	1	1	4	1	2	1	2	1	1
HOMSTM005313	20	14	2	2	1	2	1	4	1	1	1	1
HOMSTM005314	20	14	1	1	1	1	1	2	1	2	1	3
HOMSTM005315	20	14	1	1	1	1	3	2	2	3	1	1
HOMSTM005316	20	14	1	1	2	2	1	3	1	1	1	1
HOMSTM005321	20	14	1	1	1	1	1	1	2	1	5	2
HOMSTM005322	20	14	1	4	1	1	1	3	1	1	1	1
HOMSTM005323	20	14	1	1	1	2	3	3	1	1	1	2
HOMSTM005325	20	14	2	2	1	2	1	3	1	1	1	2
HOMSTM005329	20	14	1	3	1	2	1	2	1	1	1	1
HOMSTM005330	20	14	1	2	1	2	2	2	1	1	2	1
HOMSTM005331	20	14	1	1	1	1	4	1	2	1	1	1
HOMSTM005332	20	14	1	1	2	1	1	3	2	1	1	2
HOMSTM005333	20	14	1	1	3	1	1	2	1	2	1	2
HOMSTM005335	20	14	2	2	1	2	1	2	3	1	1	1
HOMSTM005340	20	14	1	2	1	1	2	3	1	2	1	1
HOMSTM005342	20	14	1	1	3	1	1	2	1	1	1	1
HOMSTM005346	20	14	1	2	1	1	2	5	1	1	1	1
HOMSTM005347	20	14	1	1	1	2	1	2	1	3	2	1
HOMSTM005349	20	14	1	1	1	1	1	3	1	3	1	2
HOMSTM005350	20	14	1	2	1	1	1	4	1	1	1	2
HOMSTM005351	20	14	2	4	1	2	1	2	1	1	1	1
HOMSTM005352	20	14	1	1	1	3	1	3	1	1	2	2
HOMSTM005353	20	14	1	1	3	1	2	2	1	3	1	1
HOMSTM005354	20	14	1	2	1	3	1	4	1	1	1	1
HOMSTM005355	20	14	2	1	1	1	2	2	1	3	1	1
HOMSTM005356	20	14	1	3	1	2	1	4	1	1	1	1
HOMSTM005357	20	14	1	1	1	2	1	3	1	1	2	1
HOMSTM005359	20	14	1	3	1	1	1	2	1	2	2	1
HOMSTM005360	20	14	1	1	3	2	2	2	1	1	1	1
HOMSTM005362	20	14	2	2	1	1	1	2	1	2	2	1
HOMSTM005363	20	14	2	1	1	1	1	2	1	2	2	1
HOMSTM005364	20	14	1	1	1	2	1	5	2	1	1	1
HOMSTM005365	20	14	1	1	1	1	3	3	2	1	1	2
HOMSTM005367	20	14	1	2	1	2	2	2	1	2	1	1
HOMSTM005368	20	14	1	2	1	1	4	2	1	1	2	1
HOMSTM005369	20	14	2	3	1	2	1	2	1	1	1	1
HOMSTM005370	20	14	1	2	2	1	1	3	1	1	1	2
HOMSTM005373	20	14	1	2	2	2	2	2	1	1	1	1
HOMSTM005374	20	14	1	1	1	2	1	4	1	3	1	1
HOMSTM005375	20	14	1	1	1	2	1	5	1	1	1	1
HOMSTM005376	20	14	2	2	1	3	1	2	1	1	1	1
HOMSTM005377	20	14	1	2	1	3	1	2	1	2	1	1
HOMSTM005379	20	14	1	3	1	2	1	2	1	2	1	1
HOMSTM005380	20	14	1	1	2	1	1	2	1	3	1	2
HOMSTM005381	20	14	2	1	1	1	1	1	1	2	1	2
HOMSTM005382	20	14	2	1	1	2	1	2	1	2	1	2
HOMSTM005385	20	14	1	1	1	1	1	5	1	2	1	1
HOMSTM005386	20	14	1	2	2	2	1	2	1	1	1	2
HOMSTM005388	20	14	1	1	2	2	1	2	1	4	1	1
HOMSTM005389	20	14	1	2	1	2	1	2	2	2	1	1
HOMSTM005391	20	14	1	2	1	2	1	3	1	2	1	1
HOMSTM005393	20	14	2	2	2	1	2	2	1	2	1	1
HOMSTM005395	20	14	1	1	3	1	2	1	1	4	1	1
HOMSTM005398	20	14	1	1	1	2	1	3	1	2	1	1
HOMSTM005401	20	14	1	2	1	1	1	2	1	4	1	1
HOMSTM005402	20	14	2	2	1	2	1	2	1	2	1	1
HOMSTM005403	20	14	1	3	1	1	1	3	1	2	1	2
HOMSTM005404	20	14	2	2	1	2	1	2	1	1	1	2
HOMSTM005405	20	14	1	2	1	2	1	3	1	1	1	1
HOMSTM005408	20	14	1	2	1	1	1	2	1	1	4	1
HOMSTM005409	20	14	1	1	1	1	1	2	1	5	1	1
HOMSTM005410	20	14	1	2	1	2	1	3	1	2	1	2
HOMSTM005412	20	14	1	1	1	2	1	2	1	1	1	1
HOMSTM005413	20	14	1	3	1	2	1	2	1	2	1	1
HOMSTM005414	20	14	1	1	1	1	2	2	3	3	1	1
HOMSTM005415	20	14	2	2	1	2	1	2	1	1	1	1
HOMSTM005416	20	14	1	2	2	3	1	2	1	1	1	1
HOMSTM005417	20	14	2	1	1	2	1	2	1	2	2	1
HOMSTM005418	20	14	1	1	3	1	1	1	3	1	1	1
HOMSTM005419	20	14	1	3	1	1	1	2	1	3	1	1
HOMSTM005420	20	14	1	2	1	2	1	2	2	3	1	1
HOMSTM005421	20	14	1	2	1	2	1	4	1	1	1	1
HOMSTM005423	20	14	1	1	1	1	2	2	1	2	2	1
HOMSTM005425	20	14	2	3	1	1	1	2	1	2	1	1
HOMSTM005426	20	14	1	1	1	1	2	2	2	3	2	1
HOMSTM005429	20	14	1	2	1	1	1	3	1	2	1	2
HOMSTM005430	20	14	1	1	1	3	1	2	2	2	1	1
HOMSTM005431	20	14	1	1	1	2	3	1	1	3	2	1
HOMSTM005433	20	14	1	1	2	1	2	2	1	3	1	1
HOMSTM005434	20	14	1	3	1	1	1	2	1	2	1	1
HOMSTM005435	20	14	1	2	2	2	1	3	1	1	1	1
HOMSTM005436	20	14	2	3	1	2	1	2	1	1	1	1
HOMSTM005440	20	14	1	2	1	1	2	2	1	2	2	1
HOMSTM005441	20	14	1	2	2	1	1	2	2	3	1	1
HOMSTM005442	20	14	2	1	2	1	1	2	2	1	1	1
HOMSTM005443	20	14	1	3	1	2	1	2	1	2	1	1
HOMSTM005444	20	14	1	1	1	2	1	2	1	3	1	1
HOMSTM005445	20	14	2	1	1	2	2	4	1	1	1	1
HOMSTM005446	20	14	1	2	2	2	1	2	1	1	2	1
HOMSTM005447	20	14	1	1	1	2	1	2	2	2	1	1
HOMSTM005448	20	14	1	1	1	1	5	1	1	1	1	1
HOMSTM005450	20	14	1	3	1	1	1	2	1	2	1	1
HOMSTM005452	20	14	1	2	2	2	1	3	1	2	1	1
HOMSTM005453	20	14	1	1	2	2	2	2	1	2	1	1
HOMSTM005455	20	14	1	3	1	2	1	2	1	2	1	1
HOMSTM005457	20	14	1	1	1	2	1	2	2	2	1	1
HOMSTM005458	20	14	1	1	1	3	2	2	1	1	1	1
HOMSTM005460	20	14	1	2	1	2	1	1	3	3	1	1
HOMSTM005461	20	14	1	1	1	1	1	2	1	4	1	2
HOMSTM005462	20	14	1	2	1	2	1	3	1	3	1	1
HOMSTM005464	20	14	1	3	2	1	1	2	1	2	2	1
HOMSTM005466	20	14	1	1	1	2	1	3	1	4	1	1
HOMSTM005467	20	14	1	1	1	1	3	1	1	3	1	1
HOMSTM005468	20	14	1	2	1	1	1	2	1	3	1	1
HOMSTM005471	20	14	1	2	1	1	4	2	1	1	1	1
HOMSTM005473	20	14	1	1	1	2	1	2	1	1	1	2
HOMSTM005474	20	14	1	2	1	2	1	4	1	2	1	1
HOMSTM005476	20	14	1	1	1	2	1	2	1	3	3	1
HOMSTM005477	20	14	1	1	1	1	4	2	1	2	1	2
HOMSTM005478	20	14	1	1	1	2	3	2	1	3	1	1
HOMSTM005479	20	14	1	1	1	2	1	2	1	4	1	1
HOMSTM005482	20	14	1	2	1	1	1	2	1	1	4	1
HOMSTM005483	20	14	1	3	1	2	1	2	1	1	2	1
HOMSTM005484	20	14	2	3	1	1	1	4	1	1	1	1
HOMSTM005485	20	14	1	1	2	1	1	2	2	3	1	2
HOMSTM005487	20	14	2	2	1	2	1	2	3	1	1	1
HOMSTM005488	20	14	1	1	2	1	1	3	1	2	1	3
HOMSTM005489	20	14	1	2	1	3	1	3	1	2	1	1
HOMSTM005490	20	14	1	1	1	1	1	3	2	3	1	1
HOMSTM005491	20	14	1	2	1	2	1	2	2	2	1	2
HOMSTM005492	20	14	1	2	1	1	1	2	1	1	1	1
HOMSTM005494	20	14	1	2	1	1	2	4	1	1	1	1
HOMSTM005496	20	14	2	2	1	1	1	3	1	2	1	1
HOMSTM005497	20	14	1	1	1	1	1	4	1	2	1	1
HOMSTM005498	20	14	1	1	1	3	4	1	1	1	1	1
HOMSTM005501	20	14	1	2	1	2	1	1	1	2	1	1
HOMSTM005503	20	14	1	2	1	1	2	4	1	1	1	1
HOMSTM005504	20	14	1	1	1	1	2	4	2	1	2	1
HOMSTM005508	20	14	1	2	1	1	1	2	1	4	2	1
HOMSTM005509	20	14	1	3	1	2	1	2	1	1	1	1
HOMSTM005511	20	14	1	1	1	1	2	2	2	3	2	1
HOMSTM005513	20	14	1	1	1	5	2	2	1	1	1	1
HOMSTM005514	20	14	1	3	1	1	1	1	2	2	1	1
HOMSTM005517	20	14	1	2	1	2	1	2	1	2	2	1
HOMSTM005518	20	14	1	2	1	1	1	2	1	1	1	1
HOMSTM005519	20	14	1	2	4	1	2	1	1	2	1	1
HOMSTM005520	20	14	1	2	1	2	1	2	1	3	1	1
HOMSTM005522	20	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005523	20	14	1	1	1	2	1	2	1	1	5	1
HOMSTM005525	20	14	1	2	1	1	1	2	1	5	1	1
HOMSTM005527	20	14	1	2	1	1	2	3	1	1	3	1
HOMSTM005528	20	14	1	2	1	2	2	2	1	2	2	1
HOMSTM005529	20	14	1	1	2	1	1	2	1	3	1	1
HOMSTM005531	20	14	1	1	1	1	1	2	1	2	1	1
HOMSTM005532	20	14	1	1	1	3	1	2	1	2	1	1
HOMSTM005533	20	14	1	2	1	2	1	4	1	1	1	2
HOMSTM005534	20	14	1	2	2	1	1	3	1	2	1	2
HOMSTM005535	20	14	1	1	1	1	1	2	3	3	1	1
HOMSTM005536	20	14	1	2	1	1	1	2	1	3	1	2
HOMSTM005537	20	14	1	2	1	2	1	1	1	2	1	1
HOMSTM005538	20	14	1	1	2	2	1	2	1	2	1	2
HOMSTM005539	20	14	2	3	1	2	1	2	1	1	1	1
HOMSTM005540	20	14	1	2	1	2	1	2	1	2	1	2
HOMSTM005541	20	14	1	1	1	2	1	2	1	2	3	1
HOMSTM005543	20	14	1	1	2	1	1	2	1	3	1	1
HOMSTM005544	20	14	1	3	1	1	1	2	1	4	1	1
HOMSTM005545	20	14	1	2	1	1	1	2	1	2	1	1
HOMSTM005546	20	14	1	2	2	1	2	1	1	2	1	2
HOMSTM005547	20	14	1	2	1	1	1	4	1	1	1	1
HOMSTM005548	20	14	1	2	2	1	1	2	1	3	1	1
HOMSTM005549	20	14	1	2	3	1	1	3	1	2	1	1
HOMSTM005550	20	14	1	1	2	1	1	3	1	2	2	1
HOMSTM005551	20	14	1	2	1	2	1	2	1	2	2	1
HOMSTM005552	20	14	1	2	1	2	1	2	1	1	1	1
HOMSTM005553	20	14	1	2	1	2	1	2	1	4	1	1
HOMSTM005555	20	14	1	1	1	1	2	3	1	2	1	3
HOMSTM005570	19	14	1	2	1	3	1	2	1	1	1	1
HOMSTM005572	19	14	2	2	1	1	1	2	1	2	2	1
HOMSTM005573	19	14	1	1	1	3	1	2	1	1	1	2
HOMSTM005574	19	14	1	2	2	2	2	1	2	1	1	1
HOMSTM005576	19	14	1	2	1	3	1	2	1	2	1	1
HOMSTM005577	19	14	1	1	1	2	2	2	1	1	1	1
HOMSTM005578	19	14	1	1	1	1	2	2	1	2	1	1
HOMSTM005581	19	14	1	1	1	2	1	2	1	2	2	1
HOMSTM005582	19	14	1	1	1	2	1	2	1	1	1	1
HOMSTM005583	19	14	1	1	1	2	1	2	1	4	1	1
HOMSTM005585	19	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005592	19	14	1	1	1	2	1	2	1	1	2	1
HOMSTM005593	19	14	1	2	1	1	1	2	1	2	2	1
HOMSTM005596	19	14	1	1	2	1	1	2	1	1	1	1
HOMSTM005597	19	14	1	2	1	2	2	2	1	2	1	1
HOMSTM005598	19	14	1	3	1	2	1	1	1	1	1	1
HOMSTM005599	19	14	1	1	2	2	1	2	1	2	1	1
HOMSTM005602	19	14	1	1	1	2	1	2	1	3	2	1
HOMSTM005603	19	14	1	1	3	1	1	1	1	2	1	1
HOMSTM005606	19	14	1	1	1	2	1	2	1	2	1	1
HOMSTM005607	19	14	1	1	1	2	1	2	3	2	1	1
HOMSTM005608	19	14	3	1	1	2	1	2	2	1	1	1
HOMSTM005610	19	14	2	3	1	1	1	2	1	1	1	1
HOMSTM005611	19	14	1	2	1	1	1	2	2	2	1	2
HOMSTM005612	19	14	1	1	1	2	1	2	1	2	1	1
HOMSTM005613	19	14	1	1	1	2	2	1	1	1	1	2
HOMSTM005617	19	14	1	2	1	3	1	2	1	2	1	1
HOMSTM005619	19	14	1	3	1	1	1	3	1	2	1	1
HOMSTM005622	19	14	2	2	1	1	1	2	2	2	1	1
HOMSTM005623	19	14	1	1	1	1	1	3	1	2	1	1
HOMSTM005624	19	14	1	2	1	1	1	2	1	3	1	1
HOMSTM005626	19	14	1	2	1	2	1	1	1	3	1	1
HOMSTM005627	19	14	3	3	1	1	1	2	1	1	1	1
HOMSTM005628	19	14	1	2	2	2	1	2	1	2	1	1
HOMSTM005629	19	14	1	1	1	1	1	2	1	1	1	1
HOMSTM005630	19	14	2	2	1	1	1	3	1	2	1	1
HOMSTM005631	19	14	1	2	2	1	1	2	1	1	1	1
HOMSTM005633	19	14	1	3	1	1	1	2	2	2	1	1
HOMSTM005635	19	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005639	19	14	1	1	1	2	1	2	1	2	2	1
HOMSTM005641	19	14	1	2	1	1	2	2	1	2	1	1
HOMSTM005642	19	14	1	3	1	2	2	2	1	1	1	1
HOMSTM005644	19	14	1	2	1	2	1	2	1	1	1	2
HOMSTM005645	19	14	1	1	1	2	1	3	1	3	1	1
HOMSTM005646	19	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005648	19	14	2	2	1	2	1	1	1	2	1	1
HOMSTM005651	19	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005653	19	14	1	3	1	1	1	2	1	2	1	1
HOMSTM005654	19	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005655	19	14	1	1	2	2	1	1	1	1	1	3
HOMSTM005657	19	14	1	1	1	2	1	1	1	3	1	1
HOMSTM005659	19	14	2	2	1	1	2	2	1	1	1	1
HOMSTM005660	19	14	1	1	1	2	2	3	1	2	1	1
HOMSTM005661	19	14	1	1	1	2	2	2	1	1	1	1
HOMSTM005662	19	14	1	1	1	2	1	1	1	3	1	1
HOMSTM005665	19	14	2	1	1	1	1	2	1	3	1	1
HOMSTM005666	19	14	2	1	2	1	1	2	1	1	1	1
HOMSTM005669	19	14	1	1	1	3	1	2	2	1	1	2
HOMSTM005671	19	14	1	1	1	1	1	2	2	3	1	1
HOMSTM005672	19	14	1	2	2	1	2	2	1	2	1	1
HOMSTM005673	19	14	1	1	1	2	1	2	1	3	1	1
HOMSTM005674	19	14	1	2	1	2	1	2	1	2	1	1
HOMSTM005676	19	14	1	1	2	2	1	2	1	1	1	3
HOMSTM005678	19	14	1	1	2	1	1	2	1	2	1	3
HOMSTM005679	19	14	1	1	2	2	1	1	1	2	1	1
